"Metadata_Series","Metadata_T","ImageNumber","Intensity_MeanIntensity_pulse","Metadata_Experiment","RealTime","Stim_All_Ch","Stim_All_S"
0,0,1,0.00519126094878,"20170224_FGF_5min_coll",0,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,1,2,0.0056392676197,"20170224_FGF_5min_coll",2,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,2,3,0.00566204683855,"20170224_FGF_5min_coll",4,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,3,4,0.00569016020745,"20170224_FGF_5min_coll",6,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,4,5,0.00569546269253,"20170224_FGF_5min_coll",8,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,5,6,0.00574446283281,"20170224_FGF_5min_coll",10,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,6,7,0.00528375385329,"20170224_FGF_5min_coll",12,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,7,8,0.00584851391613,"20170224_FGF_5min_coll",14,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,8,9,0.00572490273044,"20170224_FGF_5min_coll",16,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,9,10,0.00575297046453,"20170224_FGF_5min_coll",18,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,10,11,0.005799385719,"20170224_FGF_5min_coll",20,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,11,12,0.00581706594676,"20170224_FGF_5min_coll",22,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,12,13,0.00581885641441,"20170224_FGF_5min_coll",24,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,13,14,0.00585401896387,"20170224_FGF_5min_coll",26,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,14,15,0.00582409556955,"20170224_FGF_5min_coll",28,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,15,16,0.0054700137116,"20170224_FGF_5min_coll",30,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,16,17,0.00588077586144,"20170224_FGF_5min_coll",32,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,17,18,0.0059012058191,"20170224_FGF_5min_coll",34,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,18,19,0.00584541866556,"20170224_FGF_5min_coll",36,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,19,20,0.00592793663964,"20170224_FGF_5min_coll",38,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,20,21,0.00594923133031,"20170224_FGF_5min_coll",40,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,21,22,0.00614159181714,"20170224_FGF_5min_coll",42,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,22,23,0.0874275937676,"20170224_FGF_5min_coll",44,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,23,24,0.11970321089,"20170224_FGF_5min_coll",46,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,24,25,0.120021797717,"20170224_FGF_5min_coll",48,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,25,26,0.00652313930914,"20170224_FGF_5min_coll",50,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,26,27,0.00620858324692,"20170224_FGF_5min_coll",52,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,27,28,0.00611823378131,"20170224_FGF_5min_coll",54,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,28,29,0.00613524392247,"20170224_FGF_5min_coll",56,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,29,30,0.00616536429152,"20170224_FGF_5min_coll",58,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,30,31,0.00619714567438,"20170224_FGF_5min_coll",60,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,31,32,0.00615747319534,"20170224_FGF_5min_coll",62,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,32,33,0.00619800388813,"20170224_FGF_5min_coll",64,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,33,34,0.00621786247939,"20170224_FGF_5min_coll",66,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,34,35,0.0062211221084,"20170224_FGF_5min_coll",68,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,35,36,0.00610188115388,"20170224_FGF_5min_coll",70,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,36,37,0.00620263116434,"20170224_FGF_5min_coll",72,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,37,38,0.00622346252203,"20170224_FGF_5min_coll",74,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,38,39,0.00623198179528,"20170224_FGF_5min_coll",76,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,39,40,0.00570925604552,"20170224_FGF_5min_coll",78,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,40,41,0.00621222797781,"20170224_FGF_5min_coll",80,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,41,42,0.00624734675512,"20170224_FGF_5min_coll",82,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,42,43,0.00625960668549,"20170224_FGF_5min_coll",84,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,43,44,0.00643708789721,"20170224_FGF_5min_coll",86,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,44,45,0.00629296246916,"20170224_FGF_5min_coll",88,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,45,46,0.00629366422072,"20170224_FGF_5min_coll",90,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,46,47,0.00630042608827,"20170224_FGF_5min_coll",92,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,47,48,0.0057724211365,"20170224_FGF_5min_coll",94,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,48,49,0.0057914336212,"20170224_FGF_5min_coll",96,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,49,50,0.00631086947396,"20170224_FGF_5min_coll",98,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,50,51,0.00632763514295,"20170224_FGF_5min_coll",100,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
0,51,52,0.00633666245267,"20170224_FGF_5min_coll",102,"Ch01: FGF 250 ng/ml 5'","S00: FGF 250 ng/ml 5'"
